"DateAndTime","BLOCK_1_INV_1","BLOCK_1_INV_2","BLOCK_2_INV_1","BLOCK_2_INV_2","BLOCK_3_INV_1","BLOCK_3_INV_2","BLOCK_4_INV_1","BLOCK_4_INV_2","BLOCK_5_INV_1","BLOCK_5_INV_2","BLOCK_6_INV_1","BLOCK_6_INV_2","BLOCK_7_INV_1","BLOCK_7_INV_2","BLOCK_8_INV_1","BLOCK_8_INV_2","BLOCK_9_INV_1","BLOCK_9_INV_2","BLOCK_10_INV_1","BLOCK_10_INV_2","Block1_MFM_Exp","Block2_MFM_Exp","Block3_MFM_Exp","Block4_MFM_Exp","Block5_MFM_Exp","Block6_MFM_Exp","Block7_MFM_Exp","Block8_MFM_Exp","Block9_MFM_Exp","Block10_MFM_Exp","Irr_Hz","Irr_Tilt","Irr_Tracker1","Irr_Tracker2","Sesional_PR","Tracker_PR","Total_PR","CUF","Sesional_Gen","Tracker_Gen","Inv","OG_11KV","OG_132KV_T","OG_132KV_A","Loss","Plant_Start_Tm","Plant_Stop_Tm","Plant_UP_Tm","Plant_Dwn_Tm","BLOCK_1_INV_1_Tm","BLOCK_1_INV_2_Tm","BLOCK_2_INV_1_Tm","BLOCK_2_INV_2_Tm","BLOCK_3_INV_1_Tm","BLOCK_3_INV_2_Tm","BLOCK_4_INV_1_Tm","BLOCK_4_INV_2_Tm","BLOCK_5_INV_1_Tm","BLOCK_5_INV_2_Tm","BLOCK_6_INV_1_Tm","BLOCK_6_INV_2_Tm","BLOCK_7_INV_1_Tm","BLOCK_7_INV_2_Tm","BLOCK_8_INV_1_Tm","BLOCK_8_INV_2_Tm","BLOCK_9_INV_1_Tm","BLOCK_9_INV_2_Tm","BLOCK_10_INV_1_Tm","BLOCK_10_INV_2_Tm"
2019-09-25 23:51:09,9835.30,8913.90,10022.30,9330.70,10102.20,9826.10,9984.80,10150.00,9893.00,9846.20,9577.30,9927.00,9695.60,9950.90,9669.90,9575.80,9655.00,8953.50,8904.60,9108.70,18.69,19.36,19.91,20.14,19.69,19.48,19.57,19.21,18.55,17.98,3.53,3.48,3.70,3.52,80.98,85.26,83.11,11.92,88.45,104.13,192.92,193.10,190.22,190.34,18.14,"6:31","18:16","11:22","0:0","0:27","0:7","0:25","0:20","0:7","0:1","0:6","0:47","0:1","0:28","0:1","0:1","0:1","0:1","0:1","0:44","0:1","0:33","0:1","0:1"
2019-09-26 23:50:34,15679.60,14886.30,14872.60,13210.70,14842.80,14148.30,14755.80,14573.10,14815.50,14988.40,13259.00,13743.40,13027.50,13714.40,13256.30,12634.90,13036.80,12867.90,13702.50,13915.30,30.51,28.06,28.93,29.30,29.71,26.95,26.62,25.82,25.81,27.55,5.09,5.10,5.47,4.81,77.47,87.73,82.26,17.29,133.34,145.95,279.93,280.02,275.86,276.14,17.59,"6:25","18:13","11:39","0:0","0:16","0:11","0:33","0:27","0:0","1:1","0:45","0:54","0:51","0:13","0:44","0:44","1:16","0:44","0:44","1:29","0:44","1:32","0:0","0:0"
2019-09-27 23:50:37,17180.20,16492.50,17491.50,15329.00,17221.90,16730.10,17143.30,16960.40,17315.40,17121.60,15248.70,15514.70,14819.10,15143.40,14729.70,15206.20,14591.60,14794.20,14473.80,14738.10,33.56,32.76,33.86,34.05,34.30,30.65,29.78,29.81,29.24,29.10,5.60,5.70,6.44,5.53,77.78,90.15,83.51,19.63,153.27,163.90,318.25,317.95,313.20,313.52,14.91,"6:30","18:17","11:25","0:0","0:1","0:14","0:4","0:13","0:25","0:34","0:25","0:32","0:0","0:21","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:8","0:0"
2019-09-28 23:50:40,18824.40,18053.70,19066.20,16110.10,18973.00,18116.90,18575.70,18358.70,18986.60,18823.80,16105.30,16559.30,14874.70,15885.30,15136.40,15895.50,15026.70,15255.50,15783.30,16077.40,36.77,35.13,37.00,36.88,37.67,32.57,30.59,30.94,30.16,31.76,5.66,5.76,6.84,5.61,80.87,97.48,88.51,21.01,167.40,172.14,340.49,340.40,335.33,335.58,9.95,"6:22","18:19","11:37","0:0","0:21","0:0","0:3","0:0","0:12","0:17","0:30","0:0","0:0","0:9","0:0","0:0","0:23","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-09-29 23:50:45,19353.10,18679.70,19103.90,15920.40,18387.00,17602.40,18393.90,18055.30,18659.60,18583.80,15338.90,15326.40,14154.20,15390.50,14650.10,15170.30,14552.20,14871.00,15592.50,15790.90,37.89,34.96,35.88,36.37,37.08,30.56,29.38,29.71,29.29,31.26,6.19,6.31,7.02,5.71,71.24,88.41,79.10,20.57,166.33,166.13,333.57,333.30,328.32,328.64,19.21,"6:19","18:14","11:40","0:0","0:7","0:1","0:11","0:7","0:14","0:34","0:33","0:1","0:1","0:18","0:1","0:46","0:18","0:1","0:1","0:1","0:1","0:1","0:1","0:1"
2019-09-30 23:51:27,18036.10,17329.40,18354.90,15686.40,18036.80,17559.60,18458.80,17900.70,17938.90,17784.80,15987.40,16223.20,15263.00,14658.00,14892.20,15426.00,14857.80,15179.20,14669.60,14863.80,35.24,33.98,35.48,36.28,35.57,32.08,29.73,30.20,29.89,29.42,5.70,5.86,6.73,5.77,77.14,92.14,84.04,20.29,160.93,167.00,329.11,328.72,323.81,324.13,13.45,"6:26","18:18","11:34","0:0","0:0","0:0","0:7","0:5","0:23","0:18","0:1","0:0","0:0","0:19","0:0","0:7","0:0","0:31","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-01 23:50:53,20087.70,19670.70,20053.00,17160.40,20279.00,19406.90,19448.00,19026.10,20569.50,20165.40,16569.50,16902.30,15992.20,16658.00,15328.60,16048.60,15342.70,15522.70,16934.90,17236.30,39.60,37.15,39.56,38.40,40.56,33.35,32.44,31.26,30.72,34.02,6.15,6.30,7.70,5.91,76.93,94.95,85.19,22.10,178.19,178.94,358.40,358.02,352.67,352.99,12.68,"6:20","18:20","11:33","0:0","0:0","0:0","0:31","0:7","0:11","0:18","0:33","0:29","0:0","0:33","0:0","0:11","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-02 23:50:56,21624.90,20904.90,21145.00,17405.10,21156.80,20364.50,20404.50,19976.50,21407.50,21073.80,17306.80,17579.90,16106.30,16982.40,16039.50,16756.50,15716.50,16059.30,16628.90,16879.80,42.37,38.48,41.39,40.29,42.29,34.76,32.87,32.67,31.62,33.35,6.41,6.61,8.04,6.11,74.81,95.17,84.10,22.91,187.49,182.67,371.52,371.06,365.57,366.00,13.11,"6:19","18:19","11:35","0:1","0:1","0:10","0:3","0:29","0:11","0:2","0:15","0:15","0:1","0:33","0:1","0:1","0:16","0:16","0:1","0:1","0:1","0:1","0:15","0:15"
2019-10-03 23:51:00,13002.60,12661.80,13665.90,13130.20,13409.90,12943.50,13074.10,12571.20,13739.40,13442.10,12369.50,12615.90,11860.90,12371.50,11051.80,12355.90,11605.10,11743.60,12222.40,12452.70,25.54,26.73,26.26,25.58,27.06,24.88,24.06,23.30,23.23,24.54,4.60,4.65,4.94,4.40,77.45,85.16,81.09,15.55,118.11,133.15,252.29,251.87,248.03,248.24,17.86,"6:18","18:5","11:10","0:0","0:1","0:3","0:2","0:14","0:18","0:1","0:13","0:14","0:1","0:25","0:1","0:1","0:1","0:1","0:22","0:17","0:1","0:1","0:1","0:1"
2019-10-04 23:51:02,6754.20,6435.60,6877.70,5830.00,6983.60,6849.90,7023.80,6956.40,6832.70,6703.90,6261.20,6508.40,6346.50,6573.30,6435.70,6784.60,6545.00,6600.40,5738.40,5893.70,13.13,12.69,13.81,13.98,13.50,12.74,12.85,13.19,13.11,11.59,2.14,2.12,2.53,2.39,88.70,97.23,92.76,8.08,61.30,69.31,130.94,130.96,126.86,129.14,8.31,"6:22","18:12","11:32","0:0","0:7","0:6","0:12","0:9","0:8","0:0","0:6","0:1","0:3","0:2","0:0","0:14","0:0","0:2","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-05 23:51:06,15000.50,14182.80,14632.80,12939.50,14967.10,14561.80,14977.90,14733.80,14700.80,14320.80,13607.50,13937.40,13380.30,13832.50,13511.80,13965.60,12618.60,12865.50,12821.90,13083.20,29.06,27.53,29.44,29.65,28.91,27.43,27.01,27.34,25.36,25.80,4.86,4.95,5.65,4.99,79.82,89.32,84.27,17.18,131.70,145.88,278.64,278.30,274.16,274.38,14.03,"6:26","17:55","10:48","0:0","0:0","0:0","0:0","0:9","0:20","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-06 23:51:10,8417.20,7967.20,8137.50,7815.30,8540.30,8133.30,8341.30,8281.00,8356.20,8139.00,8262.70,8474.40,8201.20,8517.50,8160.70,8529.00,8271.30,8311.70,7571.50,7826.40,16.33,15.93,16.64,16.61,16.44,16.69,16.62,16.63,16.52,15.34,3.02,2.91,3.08,2.99,83.36,85.51,84.55,10.14,74.17,89.62,164.26,164.22,161.66,161.87,18.48,"6:25","18:3","9:55","0:0","0:0","0:0","0:0","0:5","0:2","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-07 23:50:17,17860.60,16426.20,18241.90,15740.80,18083.10,17550.70,17745.40,17201.60,17962.00,17707.70,15670.20,16080.60,15750.90,16395.80,15789.80,16233.50,14583.10,14990.50,15592.10,15962.00,34.18,33.94,35.55,34.90,35.55,31.64,31.93,31.89,29.44,31.42,6.04,5.62,6.84,5.52,82.83,94.53,88.28,20.45,158.42,172.06,331.57,331.34,326.46,326.62,17.73,"6:23","18:8","11:11","0:0","0:1","0:1","0:1","0:5","0:10","0:1","0:2","0:3","0:1","0:1","0:1","0:1","0:1","0:1","0:1","0:1","0:1","0:1","0:1","0:1"
2019-10-08 23:51:19,17807.30,16960.40,17776.40,15366.60,17761.70,17120.30,17418.00,17054.50,17784.80,17464.20,15463.90,15878.30,15254.60,15836.20,15336.30,15953.10,14137.20,14872.60,14966.80,15332.80,34.69,33.12,34.82,34.44,35.14,31.24,30.90,31.17,28.89,30.19,5.98,5.61,6.58,5.46,80.89,93.76,86.87,20.09,156.88,167.76,325.55,325.50,320.67,321.01,18.50,"6:24","18:7","11:19","0:0","0:0","0:0","0:0","0:5","0:9","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-09 23:50:21,16460.10,15706.40,15857.10,14557.10,16128.00,15513.90,15863.20,15675.10,16319.90,16034.40,14659.20,11436.80,14805.50,15301.10,14924.10,15550.90,13878.10,14102.40,14168.20,14486.20,32.06,30.41,31.61,31.53,32.28,29.67,29.92,30.36,27.86,28.56,5.78,5.36,6.07,5.33,81.21,89.65,85.20,18.83,143.34,160.93,301.43,305.07,300.58,300.86,21.83,"6:15","18:6","11:29","0:0","0:0","0:0","0:12","0:14","0:16","0:0","0:13","0:13","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:25","0:0","0:0"
2019-10-11 23:51:12,13642.40,12618.00,13979.80,13169.70,14942.30,14539.20,14644.80,14409.60,14479.30,14079.80,14001.30,14449.60,13528.10,13980.70,13650.40,14159.10,13214.90,13472.60,13633.70,14009.90,26.15,27.11,29.37,28.99,28.42,28.32,27.31,27.65,26.53,27.51,5.12,4.77,5.67,4.84,85.39,89.25,87.33,17.17,126.92,150.49,278.61,278.10,265.02,274.13,18.52,"6:27","18:0","11:13","0:0","0:0","0:0","0:3","0:0","0:6","0:0","0:0","0:1","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-12 23:51:10,10629.40,10236.10,10352.80,10175.90,10488.20,10325.40,10916.50,10822.50,10406.30,10185.70,10974.70,11347.70,11051.20,11438.90,11055.70,11545.50,11298.70,11332.20,10765.40,10951.00,20.80,20.52,20.79,21.73,20.54,22.27,22.38,22.52,22.54,21.64,4.03,3.79,3.83,4.00,86.75,83.36,85.46,13.35,94.22,121.53,216.30,216.30,213.06,213.38,19.64,"6:23","17:58","10:48","0:0","0:0","0:0","0:9","0:8","0:11","0:0","0:3","0:3","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-13 23:51:10,17871.40,16999.80,17797.90,15441.70,17500.80,16906.30,17936.50,17585.90,17623.90,17256.00,16045.40,16447.10,16149.30,16454.70,16085.00,16677.00,15913.40,16219.60,15885.90,16169.20,34.74,33.23,34.34,35.48,34.76,32.38,32.40,32.60,31.96,31.93,6.26,5.74,6.47,5.62,83.33,91.83,87.34,20.66,157.12,176.72,334.97,334.67,329.73,330.00,19.78,"6:23","18:3","11:8","0:0","0:0","0:0","0:16","0:14","0:7","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-14 23:51:13,17241.80,16611.50,17399.00,15696.00,17324.50,16548.20,17090.10,16799.90,17413.40,17150.20,15946.00,16488.10,16079.10,16493.90,16004.30,16704.80,15611.00,15917.20,15771.30,16160.30,33.77,33.08,33.81,33.87,34.46,32.32,32.37,32.55,31.38,31.81,6.06,5.55,6.44,5.56,85.82,92.60,89.07,20.39,153.32,176.12,330.45,330.27,325.36,325.76,18.25,"6:26","18:5","11:17","0:0","0:0","0:0","0:4","0:6","0:6","0:0","0:4","0:4","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-15 23:51:11,20653.10,19696.10,20839.20,18006.70,20655.40,19767.10,20426.00,19936.80,20695.30,20474.70,18114.10,18586.10,18019.20,18430.70,17969.40,18579.10,17600.90,17928.40,18100.20,18405.10,40.20,38.80,40.29,40.27,40.98,36.53,36.19,36.34,35.32,36.34,6.85,6.25,7.63,6.01,86.13,98.09,91.68,23.59,182.59,198.73,382.88,382.21,376.48,376.86,16.25,"6:21","18:6","11:23","0:0","0:0","0:0","0:7","0:15","0:7","0:0","0:15","0:11","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-16 23:51:12,19879.90,19039.90,20046.70,17384.40,19814.10,19013.00,19657.20,19161.70,19898.10,19698.90,17508.60,18065.60,17446.00,17881.70,17375.50,18089.40,16938.80,17306.30,17567.90,17928.00,38.82,37.40,38.72,38.74,39.43,35.42,35.09,35.28,34.06,35.35,6.60,6.04,7.34,5.85,86.31,97.63,91.58,22.79,175.76,192.58,369.70,369.23,363.73,364.00,16.04,"6:22","18:4","11:18","0:0","0:0","0:0","0:0","0:2","0:10","0:0","0:13","0:17","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-17 23:51:13,17760.40,17082.70,17869.10,15881.20,17801.30,17052.70,17265.20,16947.30,17922.30,17717.40,15949.00,16525.10,16090.70,16473.10,16033.30,16811.40,15807.60,16118.40,16297.00,16720.40,34.72,33.75,34.80,34.19,35.53,32.37,32.38,32.70,31.78,32.90,6.13,5.59,6.69,5.44,86.27,94.37,90.11,20.74,157.11,178.01,336.13,335.98,331.02,331.26,17.91,"6:24","18:1","11:17","0:0","0:0","0:0","0:0","0:1","0:23","0:0","0:12","0:1","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-18 23:51:13,5800.70,5618.30,5903.20,5589.40,5733.90,5586.60,5741.60,5671.90,5949.90,5860.50,5663.70,5895.90,5717.20,5894.50,5683.90,5954.10,5540.50,5607.10,5830.10,5990.60,11.35,11.50,11.33,11.44,11.80,11.58,11.60,11.65,11.16,11.82,1.96,1.93,1.99,2.10,88.95,90.13,89.72,7.13,51.83,63.40,115.24,115.55,113.76,113.87,11.89,"6:42","17:58","10:50","0:0","0:0","0:0","0:0","0:4","0:5","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-19 23:51:07,9589.10,9221.60,9935.30,9252.50,9956.50,9751.40,10063.40,9985.30,9917.10,9691.80,9870.00,10184.20,9798.30,10103.00,9838.30,10319.80,9580.70,9761.20,9078.30,9302.80,18.76,19.20,19.70,20.06,19.57,20.04,19.83,20.12,19.30,18.35,3.46,3.29,3.53,3.51,87.84,89.67,88.89,12.06,88.03,106.89,195.20,195.44,192.56,192.88,15.54,"6:53","17:52","10:37","0:0","0:0","0:0","0:0","0:2","0:1","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-20 23:51:10,8616.80,8321.70,8979.00,7990.20,8991.50,8484.20,8710.40,8769.10,9126.70,8993.40,7941.60,8305.90,7941.60,8167.20,8017.70,8390.30,8056.60,8079.90,7952.40,8173.80,16.87,16.95,17.45,17.47,18.06,16.22,16.03,16.36,16.08,16.07,2.94,2.82,3.20,2.80,85.34,93.94,89.41,10.37,78.82,88.76,168.01,168.02,165.47,165.62,14.40,"6:44","17:56","10:49","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:6","0:0","0:0","0:0","0:10","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-21 23:51:10,7191.90,6896.10,7120.20,6612.10,7202.00,6960.50,7163.60,7043.60,7154.50,7027.60,6843.70,7013.50,6769.50,7019.80,6762.80,7119.60,6616.90,6713.60,6732.70,6931.90,14.03,13.75,14.17,14.23,14.16,13.86,13.77,13.89,13.33,13.65,2.43,2.36,2.46,2.44,86.09,90.52,88.30,8.59,63.71,75.10,138.89,139.18,137.10,137.23,14.21,"7:35","17:57","10:9","0:0","0:0","0:0","1:2","0:58","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:52","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-22 23:51:11,14614.30,13743.80,14989.80,14120.20,14499.50,13812.10,14099.60,13480.60,14639.20,14494.00,13358.80,13328.80,13134.40,13422.30,13227.60,13633.30,12989.00,13374.20,13105.60,13536.80,28.26,29.04,28.23,27.53,28.99,26.56,26.37,26.71,26.21,26.52,5.65,5.13,5.32,4.69,77.36,83.78,80.42,16.99,128.00,146.50,275.60,275.18,271.09,271.39,26.88,"6:28","17:53","11:13","0:0","0:29","0:0","0:20","0:12","0:0","0:0","0:0","0:14","0:11","0:13","0:2","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-23 23:51:50,9824.50,9501.30,9393.60,8670.60,8905.30,8236.70,8672.30,8237.00,9236.20,9091.80,7792.30,8119.40,7867.80,8113.60,7820.30,8179.30,7740.50,7612.80,9385.30,9531.80,19.27,18.05,17.14,16.93,18.29,15.90,15.93,15.97,15.32,18.86,3.52,3.24,3.15,2.89,75.71,83.87,79.58,10.63,81.01,90.65,171.93,172.16,169.57,169.62,26.82,"6:22","17:51","11:16","0:0","0:0","0:0","0:21","0:14","0:0","0:0","0:14","0:0","0:0","0:0","0:26","0:0","0:0","0:0","0:0","0:0","0:0","0:38","0:0","0:0"
2019-10-24 23:51:13,7887.60,7641.00,8165.20,7967.90,8231.40,7857.30,8027.20,8000.10,8275.20,8057.20,7966.60,8375.60,7916.30,8090.30,7956.90,8393.80,7763.90,7787.10,8087.90,8427.10,15.50,16.14,16.10,16.06,16.32,16.34,15.97,16.34,15.53,16.49,2.90,2.75,2.89,2.87,87.18,87.94,87.77,9.95,72.14,88.65,160.88,161.25,158.86,158.99,16.85,"6:30","17:50","11:2","0:0","0:17","0:0","0:16","0:0","0:0","0:0","0:12","0:15","0:43","0:34","0:15","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-25 23:51:14,10783.90,10163.40,10662.90,10568.80,10596.60,10161.70,10261.60,10112.70,10766.40,10577.40,9955.80,10406.50,10160.70,10349.00,10239.80,10706.30,9947.00,10182.30,10395.10,10543.80,20.87,21.23,20.75,20.39,21.30,20.34,20.43,20.89,20.07,20.89,4.16,3.91,3.83,3.70,78.29,80.57,79.52,12.82,93.98,113.19,207.54,207.74,204.69,204.77,25.20,"6:22","17:47","11:5","0:0","0:45","0:0","0:27","0:0","0:26","0:14","0:0","0:15","0:0","0:35","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-26 23:51:15,11739.90,11101.20,11612.40,11019.70,11882.50,11340.70,11639.60,11487.80,12062.90,11788.70,10861.10,11140.40,10692.40,10965.60,10740.00,11207.70,10557.70,10576.50,11112.30,11447.60,22.80,22.62,23.20,23.14,23.79,21.97,21.57,21.90,21.08,22.51,4.09,3.83,4.35,3.79,84.78,91.52,88.04,13.90,104.54,120.04,224.98,225.23,221.89,222.11,17.52,"6:25","17:54","11:7","0:0","0:0","0:0","0:21","0:0","0:0","0:0","0:0","0:13","0:0","0:31","0:0","0:22","0:0","0:3","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-28 23:51:54,15255.70,14657.80,15008.90,13491.80,15048.70,14326.20,15175.30,15509.90,15352.10,15041.60,14054.10,14702.90,14252.60,14515.30,14257.80,14727.60,13685.10,13884.20,13817.90,14095.30,29.84,28.48,29.34,30.67,30.30,28.67,28.61,28.87,27.45,27.82,5.40,4.79,5.56,4.87,87.54,94.66,90.96,17.95,135.15,154.91,290.86,290.83,286.56,286.86,19.24,"6:29","17:55","10:54","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-29 23:51:57,12260.80,11737.60,12148.50,12233.60,12367.80,11616.80,11994.60,11909.90,12558.00,12337.50,12277.30,12606.90,12221.60,12472.90,12281.10,12769.50,12363.00,12476.10,12029.10,12249.80,23.90,24.33,23.91,23.87,24.78,24.76,24.51,24.89,24.67,24.14,4.73,4.25,4.49,4.13,86.12,85.76,86.18,15.09,108.61,135.20,244.91,244.43,240.75,240.88,22.51,"6:45","17:54","10:45","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:16","0:16","0:16","0:0","0:0","0:16","0:0","0:32","0:0","0:0","0:0","0:0","0:16","0:16"
2019-10-30 23:51:18,15889.20,15197.00,15599.30,15192.20,15552.80,14825.60,15751.10,15051.40,15876.40,15883.30,15225.90,15626.30,15252.20,15563.90,15306.10,15837.00,15239.80,15387.80,15647.90,15883.80,31.00,30.75,30.29,30.76,31.62,30.71,30.59,30.96,30.44,31.35,5.67,5.04,5.52,4.81,90.81,92.62,91.86,19.10,139.27,169.25,309.79,309.34,304.72,304.99,18.20,"6:32","17:52","10:33","0:0","0:1","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:19","0:0","0:0","0:0","0:0","0:0","0:0"
2019-10-31 23:51:20,10649.10,10179.80,10640.70,10339.50,10856.10,10470.50,10923.80,10825.90,10853.90,10627.80,10720.70,11209.50,10639.50,11014.10,10743.00,11447.20,10712.90,10658.10,10203.50,10548.60,20.79,20.99,21.33,21.78,21.46,21.91,21.58,22.15,21.32,20.71,3.83,3.51,3.92,3.74,91.01,91.77,91.61,13.25,96.01,118.01,214.27,214.64,211.49,211.76,16.11,"6:33","17:55","11:1","0:0","0:1","0:0","0:0","0:1","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-11-01 23:51:26,11122.30,10633.80,11280.30,10262.30,11151.30,10521.20,11023.20,10665.30,11154.50,11011.10,9996.30,10376.40,9836.00,10155.10,9883.30,10441.70,9869.80,9688.00,10145.80,10389.60,21.74,21.55,21.67,21.71,22.13,20.36,19.94,20.29,19.52,20.48,3.91,3.52,4.01,3.40,85.19,93.86,89.33,12.96,98.54,110.85,209.61,210.02,206.90,207.10,19.60,"6:32","17:53","11:5","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-11-02 23:50:22,9823.00,9278.00,9503.10,8741.40,9853.70,9575.30,10232.70,10396.00,9487.70,9199.20,9988.30,10343.30,9900.40,10294.30,9946.70,10544.60,9836.70,9874.30,9264.30,9384.80,19.03,18.23,19.40,20.62,18.63,20.28,20.09,20.41,19.63,18.58,3.48,3.17,3.57,3.37,92.01,92.30,92.38,12.06,87.18,107.72,195.47,195.42,192.53,192.66,15.86,"6:36","17:49","9:45","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:4","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-11-03 23:50:23,14986.00,14444.20,15244.50,13954.40,14841.10,13716.40,14631.50,15005.10,15077.00,14923.40,14095.90,14755.30,14035.10,14581.40,13935.10,14651.60,13837.90,13805.60,14324.50,14740.00,29.34,29.14,28.48,29.59,29.87,28.70,28.40,28.42,27.48,28.89,5.32,4.61,5.47,4.43,91.42,96.35,93.86,17.85,132.53,155.85,289.59,289.14,284.80,285.10,18.45,"6:27","17:47","10:15","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:7","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-11-04 23:51:46,16369.00,15302.00,16486.00,15329.30,16663.40,15662.60,16463.60,16111.90,16543.80,16146.90,15336.90,15964.10,15662.90,15974.40,15793.50,16817.60,15489.10,15817.50,14654.70,15102.80,31.54,31.78,32.27,32.56,32.59,31.18,31.44,32.44,31.14,29.62,6.03,5.29,6.11,5.04,87.63,92.30,89.95,19.60,145.44,171.15,317.69,317.44,312.74,312.99,21.12,"6:42","17:50","10:45","0:0","0:1","0:1","0:1","0:1","0:3","0:3","0:0","0:1","0:1","0:1","0:2","0:2","0:1","0:1","0:1","0:1","0:1","0:1","0:1","0:1"
2019-11-05 23:52:31,18132.80,17220.40,18594.90,17151.90,18594.70,17612.80,18290.00,17870.90,18579.20,18152.60,17143.60,17693.90,17015.10,17495.40,16922.50,17949.80,16890.70,16869.40,16766.50,17020.10,35.26,35.71,36.14,36.13,36.61,34.69,34.28,34.69,33.57,33.62,6.41,5.55,6.83,5.24,91.67,98.36,94.91,21.71,162.73,188.00,351.97,351.66,346.42,346.78,17.74,"6:29","17:50","10:59","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-11-06 23:51:03,18604.20,17918.60,19084.90,17448.90,19148.50,18035.60,18644.00,18723.40,18976.50,18584.30,17393.50,18403.70,17573.20,17859.80,17624.90,18830.50,17574.50,17610.80,17129.70,17435.70,36.40,36.49,37.10,37.32,37.43,35.63,35.19,36.25,34.98,34.39,6.31,5.40,7.10,5.42,97.17,103.95,100.45,22.36,167.34,193.89,362.60,362.14,356.78,357.10,13.92,"6:27","17:52","10:59","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
2019-11-07 23:51:04,15233.10,14496.20,15693.40,14565.10,15687.20,14869.40,15669.30,15362.10,15654.50,15447.50,14892.40,15387.00,14654.40,15117.80,14585.30,15469.70,14483.40,14535.00,14465.20,14889.10,29.66,30.24,30.52,31.02,31.01,30.17,29.59,29.92,28.89,29.22,5.50,4.79,5.79,4.76,91.65,96.50,94.06,18.59,137.91,162.36,301.16,301.07,296.62,296.88,18.00,"6:31","17:52","11:2","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0","0:0"
